CON_ID,POLLING_BOOTH_ID,VOTER_ID,ENTRY_TIME,EXIT_TIME,CANDIDATE_VOTED,PARTY_VOTED
8,1395,HHF7416825,11:19:21,11:22:21,N. Kiran Babu,WUF
3,667,XUG7374531,15:31:50,15:34:50,E. Meena Das,LAG
8,1396,IVO6020072,12:51:01,12:54:01,Q. Kavya Naidu,ZAR
7,1306,UXI1675216,14:12:11,14:15:11,K. Divya Yadav,VUN
1,253,HKJ3631789,10:37:45,10:40:45,D. Kavya Das,RYX
5,1088,CZU7601049,15:19:44,15:22:44,D. Manoj Joshi,QOP
3,765,ALP1614445,09:39:55,09:40:55,B. Vikram Sharma,VUN
8,1400,GHG5320756,10:05:03,10:07:03,N. Kiran Babu,WUF
6,1215,BVM4943688,16:05:53,16:08:53,U. Sanjay Yadav,BIR
1,318,FCS0557601,13:12:30,13:14:30,D. Kavya Das,RYX
1,273,LDD9387730,12:04:00,12:07:00,M. Arun Singh,MEX
2,365,NTP3509103,13:07:39,13:08:39,Z. Manoj Sharma,VUN
3,777,IAF7773064,15:42:26,15:45:26,B. Vikram Sharma,VUN
8,1517,RTW6300567,10:00:22,10:03:22,N. Kiran Babu,WUF
4,1007,MDQ7170147,16:49:45,16:52:45,O. Ravi Verma,LAG
5,1059,FJT9140857,09:37:11,09:38:11,B. Vikram Babu,ZAR
5,1120,UGR7370377,13:07:07,13:08:07,D. Manoj Joshi,QOP
3,669,VZA1994952,15:14:29,15:16:29,E. Latha Yadav,ZAR
8,1458,SAN6095712,15:29:22,15:32:22,Q. Kavya Naidu,ZAR
5,1049,GOX9580591,12:12:10,12:15:10,D. Manoj Joshi,QOP
3,773,ZUZ5865532,11:58:00,11:59:00,A. Rahul Verma,MEX
2,429,PWS2328224,11:30:19,11:31:19,Z. Manoj Sharma,VUN
4,909,HEZ6410876,11:26:08,11:29:08,Q. Radha Yadav,VUN
3,635,QXH1189947,13:32:04,13:33:04,A. Rahul Verma,MEX
3,725,OFO5842766,13:31:13,13:34:13,A. Rahul Verma,MEX
1,65,VTC9284652,13:00:54,13:01:54,U. Anil Kumar,ZAR
2,422,LWZ6149952,10:50:56,10:51:56,G. Priya Babu,NOD
5,1066,DTM7079025,08:09:49,08:12:49,D. Manoj Joshi,QOP
6,1204,QXE3892646,15:10:19,15:11:19,U. Radha Singh,KEM
4,890,OFV1602958,09:25:46,09:28:46,Q. Radha Yadav,VUN
2,469,ZLI4300936,09:55:20,09:58:20,G. Priya Babu,NOD
4,955,QWG6722415,16:47:02,16:50:02,U. Anil Babu,QOP
2,533,AEY6475256,11:04:01,11:07:01,A. Priya Babu,WUF
3,654,HDD8088363,13:15:22,13:17:22,B. Vikram Sharma,VUN
3,641,PVJ0780084,12:32:33,12:34:33,E. Meena Das,LAG
7,1271,WOS9618847,10:48:12,10:49:12,V. Priya Babu,LAG
6,1176,JLW1618765,14:25:12,14:28:12,U. Radha Singh,KEM
2,510,ATO9218351,08:56:57,08:58:57,Z. Manoj Sharma,VUN
4,848,NNB1344653,13:22:10,13:25:10,U. Anil Babu,QOP
4,1003,ESA8423461,16:48:17,16:49:17,Q. Radha Yadav,VUN
1,226,IHB6653654,10:44:14,10:46:14,U. Anil Kumar,ZAR
7,1279,IIC8404850,15:08:50,15:10:50,V. Priya Babu,LAG
2,533,PYQ9151901,15:34:37,15:35:37,A. Priya Babu,WUF
4,819,VIF2193048,08:22:20,08:23:20,U. Anil Babu,QOP
2,388,RUA3731095,10:41:29,10:44:29,Z. Manoj Sharma,VUN
1,344,AJP2885947,16:53:21,16:55:21,D. Kavya Das,RYX
7,1339,EZO4766386,13:02:21,13:03:21,K. Divya Yadav,VUN
7,1346,WCV1492387,08:30:24,08:31:24,F. Kavya Joshi,KEM
8,1486,TVZ9263452,16:27:45,16:30:45,Q. Kavya Naidu,ZAR
4,914,OLM1838959,09:10:28,09:12:28,Q. Radha Yadav,VUN
3,729,JLH3432861,09:58:54,10:01:54,E. Meena Das,LAG
1,261,GOT0929724,13:30:11,13:32:11,D. Kavya Das,RYX
3,617,CFR0551202,13:52:12,13:54:12,E. Meena Das,LAG
8,1382,AWX0945128,09:45:53,09:46:53,V. Sita Naidu,KEM
1,287,SSO9806366,13:16:31,13:19:31,U. Anil Kumar,ZAR
3,768,XAS9551984,08:44:44,08:45:44,E. Latha Yadav,ZAR
1,286,QID0350374,14:11:29,14:13:29,D. Kavya Das,RYX
1,244,XPI3534990,09:01:52,09:03:52,D. Kavya Das,RYX
2,500,TBD4290100,11:01:31,11:02:31,Z. Manoj Sharma,VUN
8,1394,YVW7086098,08:23:39,08:24:39,N. Kiran Babu,WUF
1,339,TEG7176872,08:33:06,08:36:06,M. Arun Singh,MEX
8,1489,ROI1733294,12:17:51,12:20:51,N. Kiran Babu,WUF
4,998,IJJ3607889,08:57:58,08:59:58,U. Anil Babu,QOP
3,726,KPS4533498,11:00:56,11:02:56,B. Vikram Sharma,VUN
4,822,TVZ3562854,12:20:24,12:22:24,Q. Radha Yadav,VUN
2,392,AZW9567045,13:13:05,13:14:05,A. Priya Babu,WUF
1,209,CRP5329029,08:34:32,08:36:32,M. Arun Singh,MEX
4,989,MOL1310661,08:26:07,08:29:07,K. Rahul Sharma,MEX
8,1446,CQZ5171140,10:56:41,10:59:41,V. Sita Naidu,KEM
4,928,XCP5098080,08:48:34,08:51:34,Q. Radha Yadav,VUN
3,693,JKS6250438,11:21:36,11:24:36,A. Rahul Verma,MEX
1,272,COP3145110,16:46:24,16:48:24,D. Kavya Das,RYX
5,1056,ZRV3370136,16:44:44,16:47:44,T. Lakshmi Verma,TIL
8,1391,DCB5156300,15:11:15,15:12:15,Q. Kavya Naidu,ZAR
1,52,MUA0826088,11:14:39,11:15:39,D. Kavya Das,RYX
1,44,EXP8022566,11:34:55,11:35:55,D. Kavya Das,RYX
7,1370,PUG3385046,09:10:56,09:12:56,K. Divya Yadav,VUN
1,216,XJJ5587165,12:14:26,12:16:26,U. Anil Kumar,ZAR
1,24,LAJ9964898,12:55:56,12:56:56,D. Kavya Das,RYX
2,551,LMO7991270,11:46:22,11:48:22,Z. Manoj Sharma,VUN
1,10,ZLV2461287,13:06:17,13:07:17,D. Kavya Das,RYX
7,1364,DJP6604046,14:12:23,14:15:23,F. Kavya Joshi,KEM
8,1472,AJH9039531,10:05:30,10:06:30,V. Sita Naidu,KEM
1,347,DLS3601008,09:06:26,09:09:26,D. Kavya Das,RYX
1,330,BKK7784422,11:26:18,11:28:18,M. Arun Singh,MEX
1,54,XNU0099899,11:30:50,11:32:50,D. Kavya Das,RYX
3,589,AJJ9371632,12:13:51,12:16:51,B. Vikram Sharma,VUN
6,1161,LMX8950337,12:01:05,12:04:05,U. Radha Singh,KEM
1,244,MUE8474587,10:17:02,10:19:02,Q. Lakshmi Kumar,TIL
2,441,GWJ6434268,10:24:44,10:27:44,A. Priya Babu,WUF
3,720,KZA5068400,13:32:53,13:33:53,E. Meena Das,LAG
2,450,LFM0495160,13:15:36,13:18:36,Z. Manoj Sharma,VUN
3,704,JWC7247976,10:28:34,10:31:34,E. Latha Yadav,ZAR
1,350,WGA2283866,12:39:59,12:41:59,D. Kavya Das,RYX
4,868,NHB1898829,08:01:47,08:03:47,U. Anil Babu,QOP
1,51,BPG7531462,11:32:43,11:33:43,M. Arun Singh,MEX
2,393,AQS6121540,13:43:02,13:46:02,Z. Manoj Sharma,VUN
3,625,TOA9496644,09:11:49,09:13:49,B. Vikram Sharma,VUN
2,528,DSJ1123361,12:18:58,12:20:58,G. Priya Babu,NOD
2,428,JDG3152689,10:28:34,10:29:34,G. Priya Babu,NOD
1,185,EIF8028101,09:23:40,09:25:40,D. Kavya Das,RYX
2,558,ZPM0164030,11:47:05,11:49:05,Z. Manoj Sharma,VUN
3,770,DKT1717623,08:37:36,08:40:36,E. Meena Das,LAG
4,968,ITK1624822,15:13:00,15:16:00,K. Rahul Sharma,MEX
8,1417,NCQ0597411,13:49:12,13:52:12,N. Kiran Babu,WUF
1,132,OJV0450439,16:58:33,16:59:33,Q. Lakshmi Kumar,TIL
2,393,XQY9305061,15:02:35,15:03:35,Z. Manoj Sharma,VUN
1,348,LSV0713635,16:06:37,16:09:37,U. Anil Kumar,ZAR
4,813,XLJ8887170,12:45:12,12:47:12,O. Ravi Verma,LAG
6,1182,KNE5262636,14:34:30,14:36:30,U. Radha Singh,KEM
3,624,ANU4934250,12:20:29,12:21:29,A. Rahul Verma,MEX
4,930,WAB0719851,16:04:19,16:06:19,O. Ravi Verma,LAG
1,253,TPO2445668,08:26:30,08:28:30,Q. Lakshmi Kumar,TIL
6,1231,KJU8956380,10:16:31,10:18:31,D. Vikram Joshi,MEX
4,945,TJM3772895,15:48:05,15:49:05,K. Rahul Sharma,MEX
4,998,BUI9963840,14:50:53,14:52:53,Q. Radha Yadav,VUN
2,566,RMZ7904097,08:29:05,08:30:05,A. Priya Babu,WUF
1,38,XWY8899565,15:34:06,15:37:06,M. Arun Singh,MEX
8,1482,DCS7864418,15:42:38,15:43:38,N. Vijay Das,VUN
7,1357,XLC0352998,16:56:46,16:59:46,V. Priya Babu,LAG
7,1276,HAP5210201,15:24:33,15:26:33,C. Latha Singh,BIR
1,317,RHG4559554,16:00:50,16:02:50,D. Kavya Das,RYX
1,207,JMJ9048393,13:40:00,13:42:00,M. Arun Singh,MEX
2,433,QDW8903776,10:47:28,10:50:28,A. Priya Babu,WUF
6,1134,BRZ5256571,09:48:38,09:51:38,U. Radha Singh,KEM
1,29,UIH3159469,09:05:40,09:06:40,D. Kavya Das,RYX
8,1510,EKU2471541,13:02:22,13:04:22,N. Kiran Babu,WUF
2,563,PDT7163350,10:53:32,10:56:32,G. Priya Babu,NOD
1,80,FTH4435528,08:52:35,08:54:35,D. Kavya Das,RYX
4,986,WJU9932659,16:48:14,16:50:14,Q. Radha Yadav,VUN
4,875,ALP1568141,15:12:27,15:13:27,K. Rahul Sharma,MEX
2,490,YSO1945969,09:45:37,09:46:37,Z. Manoj Sharma,VUN
7,1315,KBO8059235,09:05:22,09:08:22,F. Kavya Joshi,KEM
8,1391,FJU2407472,08:26:15,08:29:15,N. Kiran Babu,WUF
3,649,BIG8592092,09:34:43,09:35:43,E. Latha Yadav,ZAR
8,1413,TIP3227232,11:55:42,11:58:42,Q. Kavya Naidu,ZAR
2,563,QDX6911888,15:00:08,15:02:08,A. Priya Babu,WUF
2,521,FEF0568511,09:20:28,09:21:28,Z. Manoj Sharma,VUN
2,361,XAL4362553,14:36:00,14:37:00,Z. Manoj Sharma,VUN
2,524,RWM1239116,09:38:20,09:41:20,A. Priya Babu,WUF
3,675,WWF9619326,10:33:44,10:35:44,E. Meena Das,LAG
1,112,TLG3854003,09:08:01,09:10:01,Q. Lakshmi Kumar,TIL
7,1327,KAV9469752,16:44:57,16:46:57,F. Kavya Joshi,KEM
3,741,HVG8431689,14:55:37,14:58:37,E. Meena Das,LAG
2,416,GPC7267840,16:46:46,16:48:46,A. Priya Babu,WUF
8,1436,FNN5774196,15:42:40,15:44:40,V. Sita Naidu,KEM
2,476,WAQ9221858,15:18:06,15:20:06,A. Priya Babu,WUF
1,222,FAO7720124,15:06:44,15:09:44,U. Anil Kumar,ZAR
1,59,EAU5842745,15:42:29,15:44:29,M. Arun Singh,MEX
4,838,WCF6387213,14:06:23,14:08:23,U. Anil Babu,QOP
1,249,IYE4138052,12:45:27,12:47:27,M. Arun Singh,MEX
7,1300,UWU9141366,12:54:07,12:57:07,K. Divya Yadav,VUN
4,848,MWJ9401941,15:23:26,15:25:26,O. Ravi Verma,LAG
3,771,RRL4383475,11:01:23,11:02:23,E. Meena Das,LAG
5,1094,MYU4528657,16:10:45,16:13:45,T. Lakshmi Verma,TIL
2,399,AVC1945272,12:56:10,12:57:10,Z. Manoj Sharma,VUN
3,644,XRC0971051,14:36:09,14:39:09,E. Latha Yadav,ZAR
1,222,GYE8056785,14:43:45,14:46:45,Q. Lakshmi Kumar,TIL
2,463,TYZ7815437,13:57:30,14:00:30,Z. Manoj Sharma,VUN
3,624,KJY8168778,14:32:49,14:35:49,E. Meena Das,LAG
1,233,ZQQ7689802,12:17:10,12:19:10,U. Anil Kumar,ZAR
3,607,GWS1102303,12:48:39,12:50:39,A. Rahul Verma,MEX
6,1173,IKF7835219,11:32:53,11:35:53,D. Vikram Joshi,MEX
4,802,VLP1327035,08:24:00,08:25:00,K. Rahul Sharma,MEX
4,899,SWE6272072,16:03:54,16:05:54,Q. Radha Yadav,VUN
7,1287,UJO9067253,12:32:14,12:34:14,C. Latha Singh,BIR
1,324,NUM4566187,09:18:56,09:21:56,D. Kavya Das,RYX
3,665,FOB4618069,13:19:03,13:21:03,E. Latha Yadav,ZAR
6,1172,DTF7305725,16:50:08,16:53:08,B. Lakshmi Naidu,RYX
1,254,WVH5604477,10:29:06,10:32:06,M. Arun Singh,MEX
4,1011,JUG9365320,08:38:53,08:41:53,U. Anil Babu,QOP
1,46,XWT9162360,13:40:05,13:42:05,D. Kavya Das,RYX
1,315,MZU3814238,10:34:09,10:35:09,Q. Lakshmi Kumar,TIL
1,309,ATY1338678,13:07:20,13:10:20,D. Kavya Das,RYX
8,1509,JGG3095451,10:13:42,10:15:42,Q. Kavya Naidu,ZAR
7,1315,WAY5752751,14:21:16,14:22:16,F. Kavya Joshi,KEM
6,1238,LES8425079,10:12:06,10:14:06,D. Vikram Joshi,MEX
6,1152,RSO5955211,08:07:58,08:10:58,B. Lakshmi Naidu,RYX
1,313,GRU0169237,13:37:23,13:38:23,M. Arun Singh,MEX
8,1519,NYK3319257,12:13:00,12:16:00,N. Kiran Babu,WUF
1,321,HEY2307853,14:04:58,14:05:58,Q. Lakshmi Kumar,TIL
1,49,NOE2731306,16:23:16,16:26:16,U. Anil Kumar,ZAR
2,377,WCS1420363,12:20:41,12:21:41,A. Priya Babu,WUF
3,637,MIO0771872,14:08:08,14:10:08,A. Rahul Verma,MEX
1,11,TOJ5566097,14:55:14,14:57:14,Q. Lakshmi Kumar,TIL
8,1494,SLA1591813,08:45:25,08:47:25,V. Sita Naidu,KEM
1,188,DIU7641455,16:37:20,16:40:20,D. Kavya Das,RYX
1,4,QVF1031056,08:00:55,08:01:55,Q. Lakshmi Kumar,TIL
1,242,EAY6923418,12:15:01,12:16:01,U. Anil Kumar,ZAR
1,347,ORJ8092276,11:22:22,11:23:22,D. Kavya Das,RYX
6,1187,EHB6095810,08:39:50,08:41:50,B. Lakshmi Naidu,RYX
4,814,XES9109472,11:23:56,11:26:56,K. Rahul Sharma,MEX
1,42,JKJ8500562,15:23:04,15:25:04,U. Anil Kumar,ZAR
6,1228,QCO9723167,16:08:28,16:09:28,D. Vikram Joshi,MEX
1,185,TXC7985961,10:08:41,10:09:41,M. Arun Singh,MEX
6,1157,TGB3840878,14:40:17,14:42:17,U. Sanjay Yadav,BIR
4,1011,HEU2207835,09:33:00,09:35:00,Q. Radha Yadav,VUN
5,1116,LCO3788204,12:34:25,12:36:25,D. Manoj Joshi,QOP
3,739,DOK8456882,09:16:26,09:17:26,A. Rahul Verma,MEX
3,789,WBO4707302,14:45:18,14:46:18,A. Rahul Verma,MEX
3,590,BGH1574920,14:03:17,14:06:17,B. Vikram Sharma,VUN
2,503,DLO5585339,16:19:28,16:22:28,Z. Manoj Sharma,VUN
4,933,XIW4917789,09:56:08,09:57:08,K. Rahul Sharma,MEX
4,912,VAO7974850,16:15:39,16:16:39,U. Anil Babu,QOP
1,296,ZBJ0256309,16:01:18,16:03:18,D. Kavya Das,RYX
5,1095,NOK5417819,09:52:42,09:55:42,T. Lakshmi Verma,TIL
7,1267,IOF9301902,08:56:19,08:59:19,K. Divya Yadav,VUN
4,925,SSF4959017,16:54:49,16:55:49,Q. Radha Yadav,VUN
1,349,CLU3168637,14:59:23,15:01:23,M. Arun Singh,MEX
1,141,IYM0061210,13:58:09,13:59:09,D. Kavya Das,RYX
6,1145,SIL5372932,13:13:41,13:15:41,B. Lakshmi Naidu,RYX
1,59,ATQ5462792,08:43:09,08:45:09,D. Kavya Das,RYX
5,1021,NYG7925683,10:58:32,11:00:32,B. Vikram Babu,ZAR
1,83,SRF7507141,13:56:57,13:57:57,Q. Lakshmi Kumar,TIL
6,1168,WCG8611852,11:04:29,11:07:29,U. Radha Singh,KEM
1,326,POL2780309,11:26:59,11:29:59,U. Anil Kumar,ZAR
6,1139,TGC3344910,15:01:25,15:03:25,D. Vikram Joshi,MEX
2,558,FPS6738694,11:10:32,11:13:32,G. Priya Babu,NOD
8,1522,DIG0355118,10:27:49,10:29:49,N. Vijay Das,VUN
1,75,EIZ5512372,10:40:57,10:41:57,D. Kavya Das,RYX
2,492,VRB6448541,08:06:42,08:09:42,Z. Manoj Sharma,VUN
2,549,RNM8550924,10:32:34,10:33:34,Z. Manoj Sharma,VUN
6,1144,JAD0532668,14:31:59,14:34:59,B. Lakshmi Naidu,RYX
2,543,DUG7364060,15:45:02,15:46:02,A. Priya Babu,WUF
2,573,HXX2395388,10:27:05,10:28:05,Z. Manoj Sharma,VUN
1,60,BII6302824,14:33:16,14:36:16,D. Kavya Das,RYX
4,813,MZR7706734,09:25:42,09:26:42,O. Ravi Verma,LAG
1,301,USH9796482,09:02:26,09:05:26,D. Kavya Das,RYX
7,1346,XDH2186967,08:50:26,08:52:26,K. Divya Yadav,VUN
5,1076,SAH8649892,11:46:44,11:49:44,B. Vikram Babu,ZAR
3,621,SKM0428992,12:37:28,12:38:28,E. Latha Yadav,ZAR
3,600,CEA8723439,08:49:32,08:52:32,E. Meena Das,LAG
4,979,LJE4394162,12:37:58,12:40:58,U. Anil Babu,QOP
6,1227,ZPF1324414,15:01:03,15:02:03,D. Vikram Joshi,MEX
7,1254,IZK7338994,14:38:49,14:39:49,C. Latha Singh,BIR
2,520,BGX2054634,11:27:57,11:28:57,Z. Manoj Sharma,VUN
7,1279,HRG7025370,10:24:36,10:26:36,F. Kavya Joshi,KEM
6,1230,UOC0166264,09:27:43,09:29:43,U. Radha Singh,KEM
4,917,AJZ1234250,08:57:51,08:59:51,U. Anil Babu,QOP
5,1057,SEO5949623,15:34:33,15:35:33,T. Lakshmi Verma,TIL
3,630,JWF4349365,16:08:29,16:11:29,E. Meena Das,LAG
5,1093,ORH7612196,15:01:57,15:02:57,B. Vikram Babu,ZAR
1,282,QFR0576491,09:27:09,09:28:09,M. Arun Singh,MEX
8,1463,EYN9217765,15:39:33,15:40:33,Q. Kavya Naidu,ZAR
1,287,YDG3806622,12:17:39,12:18:39,M. Arun Singh,MEX
1,223,KSO2475979,14:42:00,14:45:00,U. Anil Kumar,ZAR
6,1183,WOX0789030,12:42:37,12:43:37,U. Sanjay Yadav,BIR
1,57,SBQ5423683,11:16:05,11:17:05,M. Arun Singh,MEX
3,651,BUK4780653,08:28:28,08:31:28,A. Rahul Verma,MEX
1,34,CLS5050964,08:01:29,08:04:29,M. Arun Singh,MEX
3,587,JLS6742290,12:46:27,12:49:27,B. Vikram Sharma,VUN
1,240,OQE9157727,11:18:44,11:19:44,D. Kavya Das,RYX
3,740,AFM9185430,12:54:11,12:56:11,E. Latha Yadav,ZAR
1,329,HHF7006617,11:55:51,11:58:51,M. Arun Singh,MEX
3,601,RPU0946665,10:12:27,10:15:27,B. Vikram Sharma,VUN
7,1310,VTV5629071,13:34:36,13:35:36,V. Priya Babu,LAG
4,979,OVY6242066,12:54:34,12:55:34,Q. Radha Yadav,VUN
4,939,ASH5998423,12:47:02,12:50:02,K. Rahul Sharma,MEX
3,610,QQE9923987,13:51:17,13:54:17,E. Meena Das,LAG
6,1198,MZJ9973676,11:24:29,11:25:29,U. Sanjay Yadav,BIR
3,652,CSV8807187,10:16:16,10:18:16,A. Rahul Verma,MEX
1,311,PBZ7172422,09:32:09,09:35:09,Q. Lakshmi Kumar,TIL
3,610,AQR4331027,13:11:34,13:12:34,A. Rahul Verma,MEX
6,1149,BYI5605207,15:37:25,15:38:25,B. Lakshmi Naidu,RYX
1,28,FGX8938960,11:51:04,11:52:04,Q. Lakshmi Kumar,TIL
1,234,CQG3242013,10:29:22,10:32:22,M. Arun Singh,MEX
1,344,DSC1589202,13:22:30,13:24:30,U. Anil Kumar,ZAR
1,216,XJL6649246,15:35:03,15:38:03,Q. Lakshmi Kumar,TIL
4,906,IVS7509975,14:36:27,14:38:27,K. Rahul Sharma,MEX
2,419,URK3135811,13:16:53,13:19:53,A. Priya Babu,WUF
2,446,OGH5217811,09:16:27,09:19:27,A. Priya Babu,WUF
3,583,CVF5295619,08:35:56,08:36:56,B. Vikram Sharma,VUN
1,18,HOX6766053,10:02:13,10:03:13,Q. Lakshmi Kumar,TIL
7,1361,LAG7916845,14:40:50,14:42:50,K. Divya Yadav,VUN
1,14,GFZ6593738,14:02:42,14:03:42,Q. Lakshmi Kumar,TIL
4,956,NPO0515621,15:15:41,15:18:41,K. Rahul Sharma,MEX
1,168,YSM5035349,11:31:46,11:34:46,M. Arun Singh,MEX
1,71,NQT6758725,08:25:20,08:27:20,U. Anil Kumar,ZAR
2,497,YVT0699827,12:59:17,13:02:17,Z. Manoj Sharma,VUN
6,1233,MAW0843341,16:15:55,16:16:55,D. Vikram Joshi,MEX
1,267,NRM1135074,10:07:58,10:09:58,Q. Lakshmi Kumar,TIL
4,979,NSA6617220,16:44:51,16:47:51,Q. Radha Yadav,VUN
5,1036,DBY7208459,09:41:33,09:42:33,D. Manoj Joshi,QOP
3,734,VTF2497919,09:26:59,09:29:59,A. Rahul Verma,MEX
3,783,PEG5199643,15:23:41,15:25:41,E. Latha Yadav,ZAR
1,298,CBS0273229,13:35:48,13:36:48,M. Arun Singh,MEX
5,1022,FCO4294525,08:06:24,08:07:24,T. Lakshmi Verma,TIL
1,143,JWJ5009631,14:05:41,14:07:41,M. Arun Singh,MEX
3,789,LRO3333449,13:52:59,13:54:59,A. Rahul Verma,MEX
6,1162,WFV4104180,13:36:00,13:37:00,U. Sanjay Yadav,BIR
4,904,MAJ5538981,14:52:55,14:54:55,Q. Radha Yadav,VUN
5,1043,FHT9321742,12:59:50,13:02:50,T. Lakshmi Verma,TIL
8,1386,VEV2908668,08:44:28,08:46:28,Q. Kavya Naidu,ZAR
4,850,OVL3854604,15:32:56,15:35:56,K. Rahul Sharma,MEX
1,15,GHT2933279,10:58:00,11:00:00,U. Anil Kumar,ZAR
2,565,GMB5559237,11:26:39,11:27:39,Z. Manoj Sharma,VUN
2,508,HJN5921484,16:08:09,16:10:09,A. Priya Babu,WUF
8,1500,JOD0202253,08:26:43,08:28:43,Q. Kavya Naidu,ZAR
4,816,WWT6564415,16:21:22,16:23:22,U. Anil Babu,QOP
3,638,BTK3809008,12:45:01,12:47:01,B. Vikram Sharma,VUN
4,1014,AAH5830720,09:28:23,09:31:23,O. Ravi Verma,LAG
1,39,DZB5499900,16:22:32,16:24:32,D. Kavya Das,RYX
3,755,SUW8363670,16:12:59,16:13:59,A. Rahul Verma,MEX
1,296,HUM9380217,11:14:28,11:15:28,M. Arun Singh,MEX
2,378,FIN5416717,16:10:29,16:11:29,Z. Manoj Sharma,VUN
2,498,UAY3617609,11:53:06,11:54:06,Z. Manoj Sharma,VUN
7,1286,CQL6412929,15:26:12,15:29:12,F. Kavya Joshi,KEM
4,865,NBD3104428,16:55:11,16:58:11,Q. Radha Yadav,VUN
7,1302,MLC9596919,15:22:29,15:23:29,C. Latha Singh,BIR
1,328,FRA8225424,12:43:09,12:45:09,D. Kavya Das,RYX
8,1419,EOX6211053,14:37:57,14:38:57,N. Kiran Babu,WUF
3,650,CZP6271209,10:40:19,10:41:19,E. Latha Yadav,ZAR
2,415,YRV5666007,13:08:36,13:10:36,A. Priya Babu,WUF
4,1006,PJZ8392032,16:35:45,16:36:45,K. Rahul Sharma,MEX
3,645,FKY6195654,08:16:07,08:18:07,B. Vikram Sharma,VUN
4,963,SMT3628356,09:52:24,09:53:24,K. Rahul Sharma,MEX
1,50,ILQ8067157,13:03:01,13:05:01,M. Arun Singh,MEX
4,864,ZNA7841519,11:28:51,11:30:51,O. Ravi Verma,LAG
7,1270,NOZ8468019,09:09:19,09:11:19,V. Priya Babu,LAG
1,70,GZS1862791,15:03:18,15:06:18,D. Kavya Das,RYX
1,135,QVP9497136,08:18:22,08:21:22,D. Kavya Das,RYX
2,370,DGR2861590,16:20:45,16:22:45,A. Priya Babu,WUF
2,484,GWG3754135,14:38:49,14:41:49,G. Priya Babu,NOD
1,256,UZH1193801,09:40:14,09:42:14,Q. Lakshmi Kumar,TIL
1,179,VPI5562908,16:13:09,16:16:09,M. Arun Singh,MEX
6,1169,SRV0207949,10:22:11,10:23:11,U. Radha Singh,KEM
3,639,GMO6509996,15:59:09,16:00:09,A. Rahul Verma,MEX
1,77,KIY3039235,16:17:58,16:19:58,M. Arun Singh,MEX
4,875,TDL2374237,09:38:22,09:41:22,Q. Radha Yadav,VUN
1,303,POC2179480,12:53:12,12:56:12,D. Kavya Das,RYX
3,753,IKA4698901,16:08:29,16:09:29,A. Rahul Verma,MEX
5,1104,NQN8960852,13:08:45,13:11:45,T. Lakshmi Verma,TIL
1,325,KVQ1499588,11:08:30,11:09:30,D. Kavya Das,RYX
5,1112,QML7172649,14:04:56,14:05:56,T. Lakshmi Verma,TIL
4,899,HSK7418256,10:03:00,10:04:00,U. Anil Babu,QOP
1,224,HJC6998265,15:57:24,15:59:24,D. Kavya Das,RYX
1,25,WIS7911495,14:23:07,14:26:07,D. Kavya Das,RYX
4,873,CGN4761726,12:44:34,12:46:34,U. Anil Babu,QOP
1,297,YYZ6491290,10:43:06,10:44:06,D. Kavya Das,RYX
1,348,YOJ0650767,10:01:12,10:03:12,Q. Lakshmi Kumar,TIL
3,633,IHI6267459,16:25:25,16:26:25,E. Meena Das,LAG
3,591,RZU1114151,10:25:20,10:28:20,A. Rahul Verma,MEX
4,994,ZSA4725597,10:09:16,10:10:16,U. Anil Babu,QOP
4,792,ZVJ5828068,14:20:48,14:21:48,K. Rahul Sharma,MEX
1,92,UDP1238149,16:41:15,16:42:15,U. Anil Kumar,ZAR
1,126,LFK6631141,14:50:50,14:51:50,D. Kavya Das,RYX
7,1290,OPD2529063,09:37:31,09:40:31,V. Priya Babu,LAG
1,158,LOR8399136,15:55:12,15:57:12,U. Anil Kumar,ZAR
2,357,RDD9096060,14:05:52,14:07:52,A. Priya Babu,WUF
5,1043,HMS7940385,10:45:55,10:47:55,T. Lakshmi Verma,TIL
1,283,FAC9676352,15:27:27,15:28:27,M. Arun Singh,MEX
4,881,THV4199429,15:01:34,15:03:34,U. Anil Babu,QOP
1,46,JEC3230431,16:07:55,16:10:55,M. Arun Singh,MEX
2,465,NLU9848998,12:34:50,12:37:50,A. Priya Babu,WUF
5,1075,HOQ5733290,14:25:29,14:27:29,B. Vikram Babu,ZAR
1,66,ZVS2306250,11:15:47,11:16:47,D. Kavya Das,RYX
4,999,WXH1022641,08:54:37,08:57:37,K. Rahul Sharma,MEX
5,1107,IOI1671416,11:30:52,11:33:52,T. Lakshmi Verma,TIL
5,1061,PYX2054682,13:34:27,13:36:27,T. Lakshmi Verma,TIL
4,869,IOI2050828,10:27:04,10:28:04,Q. Radha Yadav,VUN
6,1187,NMZ6684458,13:17:39,13:18:39,U. Radha Singh,KEM
3,750,GDR0376656,13:11:15,13:12:15,B. Vikram Sharma,VUN
8,1408,WWV5084939,15:50:04,15:52:04,V. Sita Naidu,KEM
1,218,YPK5417968,13:00:21,13:03:21,U. Anil Kumar,ZAR
1,91,NAC8526775,08:15:05,08:18:05,M. Arun Singh,MEX
4,806,JPG4223272,09:26:08,09:29:08,K. Rahul Sharma,MEX
4,934,LCK7769253,15:33:26,15:35:26,O. Ravi Verma,LAG
1,20,IVP3986989,13:05:16,13:08:16,D. Kavya Das,RYX
