Voter ID,Name,Gender,DOB,Father's Name / Husband's Name
PNB1277769,K. Vijay Joshi,Male,1990-06-23,Sanjay Yadav
FIL4038908,U. Suresh Babu,Male,1993-04-23,Sanjay Yadav
KLR4574530,Q. Vijay Babu,Male,1983-01-26,Vijay Singh
QMZ1934612,O. Ravi Verma,Male,1995-06-26,Sanjay Singh
BIC4466909,A. Arun Joshi,Male,1980-10-11,Vijay Yadav
GQL6657477,Q. Manoj Yadav,Male,1963-07-21,Sanjay Das
WSU6550812,W. Manoj Reddy,Male,1969-12-28,Sanjay Singh
MQC7806419,Z. Vijay Babu,Male,1946-06-19,Rahul Verma
HOA4768146,Z. Rahul Yadav,Male,1984-11-29,Suresh Reddy
ISP1401432,N. Lakshmi Das,Female,1937-08-18,Ravi Naidu
LXT7011097,D. Rahul Kumar,Male,1998-07-16,Vijay Singh
OUZ3285113,T. Vikram Sharma,Male,1977-08-26,Vijay Babu
KCQ4704250,N. Sita Yadav,Female,1956-11-22,Manoj Verma
JQW1887704,A. Anil Reddy,Male,1974-08-01,Vikram Babu
QWV4708163,L. Sanjay Sharma,Male,1950-08-14,Suresh Babu
AUE9311268,Z. Lakshmi Yadav,Female,1950-05-20,Vijay Sharma
LGE9328327,J. Anjali Verma,Female,1976-12-13,Anil Singh
NZB8713045,K. Suresh Singh,Male,1943-05-10,Rahul Reddy
CAU1809907,V. Radha Yadav,Female,2005-06-24,Vijay Sharma
NDN3378150,U. Priya Yadav,Female,2005-09-10,Ravi Reddy
YDV9763360,A. Radha Yadav,Female,1943-07-21,Anil Singh
YAQ7423768,C. Kiran Das,Male,1940-01-23,Kiran Singh
KER6626589,K. Suresh Yadav,Male,1998-07-23,Suresh Reddy
HSQ5408944,T. Kavya Reddy,Female,1966-02-20,Suresh Singh
VEG5213609,B. Meena Das,Female,1950-10-01,Ravi Reddy
XOR4284910,X. Lakshmi Singh,Female,1977-10-23,Ravi Joshi
CXA3410655,E. Vikram Kumar,Male,1941-09-09,Anil Singh
BIR9835324,H. Radha Verma,Female,2005-12-08,Suresh Reddy
ZFP3411311,R. Ravi Singh,Male,1973-12-31,Vikram Verma
OPQ7131938,G. Anjali Verma,Female,1987-09-23,Arun Yadav
FOB4618069,D. Vikram Singh,Male,1963-09-13,Arun Sharma
YWP4498753,C. Vijay Reddy,Male,1991-06-20,Vikram Reddy
GBL7940525,W. Lakshmi Reddy,Female,1969-01-09,Rahul Joshi
ZOC2309785,X. Kiran Naidu,Male,1935-11-14,Ravi Singh
MXV6130407,K. Ravi Kumar,Male,1949-04-03,Arun Kumar
EBW5354820,K. Meena Das,Female,1978-12-24,Ravi Naidu
MUH1939661,P. Divya Naidu,Female,1988-10-10,Vikram Naidu
QKB6086802,K. Suresh Babu,Male,1979-05-04,Vijay Verma
OUA1087377,L. Lakshmi Joshi,Female,1968-09-14,Suresh Verma
YNL6327099,A. Suresh Babu,Male,1971-07-31,Arun Joshi
XHO9796047,L. Meena Naidu,Female,1944-05-26,Manoj Joshi
XHQ1267294,O. Sneha Babu,Female,1970-06-02,Kiran Kumar
ROV6214260,T. Manoj Verma,Male,1994-03-11,Arun Naidu
ODU0070198,O. Ravi Yadav,Male,1972-11-20,Kiran Sharma
YAX5231627,L. Manoj Singh,Male,1948-10-10,Arun Kumar
YKN7713112,C. Sita Verma,Female,2002-04-10,Anil Naidu
BYV3916800,A. Ravi Babu,Male,1963-09-09,Vikram Kumar
ZDM5980337,W. Lakshmi Reddy,Female,1971-09-02,Ravi Joshi
NCQ0834466,V. Sita Yadav,Female,1977-08-01,Kiran Reddy
ZPJ5256461,J. Meena Naidu,Female,1955-05-25,Kiran Joshi
CME9752016,G. Sanjay Babu,Male,1964-01-30,Sanjay Singh
PLX1652429,Z. Sneha Singh,Female,1992-04-26,Arun Das
MOB1503573,Q. Anjali Sharma,Female,1979-04-02,Kiran Naidu
SEH4257180,G. Vijay Naidu,Male,1957-09-29,Manoj Verma
YEP9463061,U. Rahul Yadav,Male,2006-04-27,Arun Sharma
FQA4697283,O. Anjali Sharma,Female,2002-07-20,Anil Kumar
CBO3928485,J. Vijay Das,Male,1938-02-22,Rahul Kumar
TZP7934203,B. Vijay Sharma,Male,2005-06-12,Anil Sharma
DLA9971232,Y. Sanjay Reddy,Male,1997-12-12,Manoj Reddy
RWX2459240,K. Meena Sharma,Female,1970-02-13,Kiran Joshi
OBN6301182,M. Priya Reddy,Female,1969-03-10,Ravi Sharma
SNW7121523,E. Sneha Babu,Female,1945-08-06,Vijay Naidu
GBQ1846148,Y. Rahul Yadav,Male,1940-06-11,Arun Singh
HBP6224101,Y. Priya Naidu,Female,2004-07-03,Vikram Joshi
GCJ5056651,I. Kavya Yadav,Female,2004-12-21,Suresh Das
QTN0293925,Q. Vijay Reddy,Male,1952-12-13,Suresh Babu
PSK2324794,C. Vijay Naidu,Male,1953-12-16,Ravi Das
BUN9736979,Z. Anjali Naidu,Female,1935-08-26,Rahul Verma
QGR1603453,S. Priya Naidu,Female,1940-10-06,Suresh Kumar
OKY1696078,W. Sanjay Yadav,Male,1948-06-27,Rahul Verma
KJN9042921,R. Divya Das,Female,1996-07-08,Arun Babu
QKB2962110,O. Vijay Yadav,Male,1989-04-16,Kiran Reddy
ZEU5276038,I. Lakshmi Das,Female,1997-11-15,Rahul Verma
OHB9763061,P. Suresh Das,Male,1945-06-17,Rahul Naidu
PPT3484391,J. Vikram Naidu,Male,1977-08-05,Suresh Naidu
WEK8947403,E. Sita Kumar,Female,2006-04-27,Vikram Naidu
DCE3781463,V. Sita Kumar,Female,1986-08-14,Ravi Joshi
SEY5434318,B. Sita Das,Female,1968-02-16,Arun Naidu
WWF6539459,U. Kavya Joshi,Female,1944-10-16,Vijay Verma
YDC6283954,C. Divya Yadav,Female,1996-05-15,Rahul Joshi
AGV8576058,B. Rahul Das,Male,1935-06-07,Vikram Kumar
ZXP6071731,X. Sneha Naidu,Female,1977-10-19,Vikram Verma
DAV3539161,K. Sneha Sharma,Female,1942-05-12,Vijay Babu
UHA9550216,M. Sneha Reddy,Female,1958-01-07,Rahul Joshi
VWE2533861,M. Anjali Joshi,Female,1974-11-23,Vijay Sharma
OFV7602121,C. Ravi Kumar,Male,2005-04-02,Suresh Yadav
WCN9072487,X. Anjali Kumar,Female,1956-03-26,Kiran Verma
OSA6890782,L. Radha Das,Female,1941-01-15,Suresh Verma
HDN6701147,G. Sita Reddy,Female,1936-06-05,Kiran Babu
SQL7517284,L. Kavya Sharma,Female,1980-01-24,Vikram Yadav
DHX6651853,A. Ravi Yadav,Male,2006-04-20,Ravi Kumar
ONK3145308,Y. Ravi Verma,Male,2004-05-07,Suresh Joshi
FCY6879047,B. Arun Reddy,Male,1960-01-23,Sanjay Joshi
DEF9916094,P. Lakshmi Das,Female,1991-09-25,Ravi Kumar
TGG8492871,R. Ravi Kumar,Male,1944-03-31,Suresh Singh
ALP1568141,P. Sanjay Sharma,Male,1989-06-13,Vijay Kumar
UDL3584263,P. Sneha Yadav,Female,1941-08-23,Sanjay Sharma
DOT2284536,B. Manoj Verma,Male,1983-06-25,Sanjay Joshi
ZKR7943805,T. Divya Naidu,Female,1940-06-03,Arun Das
QUG3096461,B. Kiran Reddy,Male,1968-12-21,Ravi Joshi
VUZ5590763,H. Latha Yadav,Female,1960-08-03,Manoj Yadav
ZLU5521284,L. Vikram Reddy,Male,2001-05-03,Vikram Das
HFH4796577,K. Ravi Verma,Male,1956-07-28,Manoj Joshi
KRO8742266,U. Anjali Joshi,Female,1974-06-22,Anil Kumar
MJJ3038137,S. Vijay Babu,Male,1957-01-01,Suresh Yadav
UMR5787669,M. Rahul Sharma,Male,1936-09-21,Vijay Sharma
WPH3820999,A. Ravi Yadav,Male,1989-09-07,Vijay Kumar
XWM7441542,P. Sita Naidu,Female,1935-11-01,Vikram Naidu
CML9765267,D. Rahul Joshi,Male,2000-07-15,Arun Babu
QMI4786671,E. Vikram Kumar,Male,1978-03-28,Vikram Singh
HNZ3106432,D. Priya Das,Female,1973-12-20,Arun Naidu
RBL3972197,C. Rahul Joshi,Male,1948-09-19,Kiran Joshi
SPX2520314,W. Vikram Verma,Male,2000-12-27,Vikram Naidu
PTZ8736120,H. Kavya Naidu,Female,1965-11-12,Arun Sharma
HRA6648684,P. Sita Kumar,Female,1998-06-11,Vijay Singh
VDO9149866,S. Divya Verma,Female,1949-04-24,Anil Reddy
ASC6297452,H. Sanjay Das,Male,1949-05-05,Vijay Das
VMH3489898,H. Divya Reddy,Female,1971-10-09,Rahul Babu
NKL5852685,A. Latha Naidu,Female,1991-06-02,Vijay Verma
QZA7137794,F. Rahul Verma,Male,1937-06-08,Sanjay Singh
HZQ1592164,N. Suresh Kumar,Male,1982-03-27,Sanjay Das
SNH8151062,X. Anil Yadav,Male,2000-01-21,Suresh Verma
QHG1545385,V. Vijay Babu,Male,1976-12-01,Suresh Joshi
VXK2946458,L. Sita Kumar,Female,2004-03-28,Rahul Yadav
SKA3443649,S. Anil Singh,Male,1980-06-25,Vijay Sharma
FGA4494103,S. Priya Reddy,Female,1947-10-31,Manoj Das
MKX8066863,Q. Vijay Joshi,Male,1969-09-01,Vikram Yadav
CCK9886109,W. Kiran Naidu,Male,1963-02-14,Manoj Sharma
BVH9503453,W. Lakshmi Kumar,Female,1966-09-29,Rahul Reddy
LYC1512103,H. Kiran Joshi,Male,1976-01-28,Arun Joshi
KCP6192719,E. Anil Sharma,Male,1990-11-06,Vikram Kumar
PBB1957946,F. Latha Sharma,Female,1945-04-16,Rahul Sharma
ZLW9790697,I. Divya Verma,Female,1978-07-08,Manoj Yadav
SEW4279809,S. Ravi Joshi,Male,1998-04-20,Ravi Singh
HOT9936900,N. Meena Das,Female,1989-04-29,Anil Kumar
WKI4932090,N. Priya Babu,Female,1956-07-24,Ravi Verma
PMZ7777236,O. Anjali Singh,Female,1984-02-10,Ravi Singh
YEN0423644,I. Kavya Das,Female,1990-05-22,Ravi Sharma
ROQ3155823,W. Sita Babu,Female,1989-02-12,Vikram Reddy
XUM3856718,U. Rahul Kumar,Male,1970-04-08,Sanjay Singh
NME4998809,H. Ravi Babu,Male,1975-06-29,Ravi Verma
VGK8664957,P. Sneha Verma,Female,2001-06-16,Ravi Yadav
NAS0999283,D. Kiran Singh,Male,2003-12-18,Anil Reddy
GLO6961230,I. Ravi Sharma,Male,1968-07-27,Suresh Singh
CBZ9658789,V. Latha Joshi,Female,1952-03-15,Suresh Sharma
SIF7859029,X. Vikram Reddy,Male,1960-02-29,Sanjay Joshi
RQF2731898,O. Vijay Yadav,Male,1945-03-15,Vikram Babu
PHW2298560,I. Kavya Naidu,Female,1944-04-15,Arun Joshi
XQH3547546,V. Radha Kumar,Female,1984-04-23,Sanjay Verma
HNB0438189,R. Suresh Reddy,Male,1976-10-16,Kiran Babu
RWQ3046527,S. Kiran Kumar,Male,1980-04-10,Anil Das
WES7874609,Q. Ravi Verma,Male,1992-08-17,Suresh Singh
WXC0195238,U. Priya Naidu,Female,1939-06-10,Sanjay Babu
GXL4715548,X. Rahul Das,Male,1963-11-24,Ravi Babu
QRB9108325,R. Vikram Yadav,Male,1997-08-02,Suresh Joshi
REY8679493,Z. Kiran Singh,Male,1945-11-22,Arun Kumar
BFB3152384,A. Sita Kumar,Female,1961-10-30,Anil Verma
WMC2982764,D. Sita Yadav,Female,1939-02-12,Rahul Babu
FKJ3911043,O. Arun Verma,Male,1936-07-17,Kiran Joshi
JAU0408784,O. Suresh Verma,Male,1984-10-27,Rahul Das
YSH4228881,Y. Meena Reddy,Female,1998-01-14,Vijay Singh
QZR0871355,C. Kavya Naidu,Female,1967-03-04,Anil Verma
OUI6337712,F. Manoj Das,Male,1966-10-09,Suresh Das
ZHT8275563,I. Meena Singh,Female,1960-02-06,Sanjay Verma
TAG4441098,L. Kiran Joshi,Male,1972-04-27,Suresh Sharma
NOV2801434,M. Ravi Das,Male,1972-11-30,Vikram Reddy
TNB2111249,U. Latha Kumar,Female,1966-02-22,Manoj Reddy
KCT0588454,Y. Rahul Verma,Male,1985-06-26,Vijay Yadav
SGM7604374,Z. Divya Sharma,Female,1938-10-31,Suresh Yadav
CRS7782849,B. Sneha Singh,Female,1981-07-30,Vijay Naidu
RHS7564089,A. Lakshmi Joshi,Female,1990-05-08,Anil Naidu
TAQ5139018,J. Suresh Reddy,Male,1959-12-18,Vikram Reddy
KAZ9433343,V. Divya Yadav,Female,1968-07-03,Anil Yadav
GPO4402841,J. Anjali Das,Female,1995-01-11,Rahul Joshi
WOU5596884,F. Vijay Naidu,Male,1996-09-13,Suresh Kumar
LNO2303131,X. Ravi Joshi,Male,1985-12-09,Anil Reddy
PSM5850236,Q. Lakshmi Sharma,Female,1999-11-23,Arun Verma
APV2985256,I. Meena Joshi,Female,1990-12-14,Kiran Singh
HWN0183015,C. Sneha Naidu,Female,1941-09-10,Suresh Verma
RVO3803820,F. Divya Verma,Female,1995-02-20,Sanjay Singh
UVS1744146,E. Kiran Sharma,Male,1941-04-17,Kiran Kumar
QVM8039086,H. Kavya Verma,Female,1941-10-14,Suresh Yadav
LFL2365093,U. Sanjay Das,Male,1967-12-18,Anil Joshi
BRC8153844,R. Arun Joshi,Male,1990-10-18,Kiran Verma
CJM9503142,M. Anil Naidu,Male,1938-08-09,Manoj Naidu
GLO0233688,Z. Anjali Sharma,Female,1952-03-20,Kiran Reddy
HRV4573524,D. Anil Singh,Male,2003-05-25,Vikram Verma
PXW1554082,I. Radha Babu,Female,1974-05-06,Ravi Joshi
AWU6433672,W. Sanjay Sharma,Male,1967-10-05,Manoj Joshi
FQZ5708515,H. Radha Sharma,Female,1948-06-14,Rahul Naidu
IFV6646818,N. Latha Sharma,Female,1990-04-02,Anil Babu
VCK2727912,J. Priya Das,Female,1978-01-15,Suresh Babu
SYG0551032,F. Rahul Das,Male,1947-07-31,Arun Das
RUZ6296039,K. Rahul Kumar,Male,2000-10-11,Arun Reddy
IAP2736368,V. Radha Verma,Female,1984-05-23,Vikram Reddy
GSL3026298,J. Radha Reddy,Female,1959-08-06,Ravi Sharma
NHO3622539,T. Rahul Sharma,Male,1999-07-05,Arun Reddy
IFG4241018,H. Manoj Singh,Male,1946-01-09,Sanjay Naidu
OVE4816112,L. Suresh Kumar,Male,1941-05-25,Kiran Singh
RCE8708407,U. Sneha Naidu,Female,1955-03-04,Kiran Naidu
ZHN5196875,S. Kiran Kumar,Male,1975-05-30,Anil Das
HHL7242900,F. Suresh Singh,Male,1939-04-22,Ravi Naidu
IEG6319940,R. Anjali Das,Female,1958-08-31,Kiran Reddy
MAU6531733,O. Meena Babu,Female,2002-01-29,Vikram Das
KTD1874111,A. Sneha Joshi,Female,1945-07-16,Rahul Singh
OWC8944086,M. Ravi Naidu,Male,1975-03-05,Rahul Naidu
ZMB3881662,M. Vijay Naidu,Male,1991-07-20,Anil Das
LBN2311492,P. Kavya Naidu,Female,1970-08-08,Suresh Kumar
TJS7338890,S. Anil Yadav,Male,1958-06-09,Anil Singh
SLJ2171426,E. Vikram Kumar,Male,1963-01-05,Arun Joshi
CYQ1779232,Z. Divya Yadav,Female,2003-04-03,Arun Das
VNB1147442,H. Kiran Babu,Male,1997-02-11,Ravi Yadav
SZD6984035,X. Ravi Babu,Male,1951-02-23,Suresh Sharma
QUB3060379,H. Lakshmi Reddy,Female,2000-08-17,Sanjay Babu
ZXR8027158,I. Latha Reddy,Female,1943-05-19,Sanjay Reddy
QNM5077933,D. Suresh Sharma,Male,1990-02-15,Vikram Reddy
VXE4586634,G. Kavya Reddy,Female,1988-10-24,Suresh Babu
LTW7987379,I. Divya Babu,Female,1981-07-03,Rahul Babu
UMX0506177,I. Sanjay Verma,Male,1962-05-20,Rahul Verma
OIU8689632,Y. Suresh Singh,Male,1941-07-07,Suresh Das
BPP7998036,A. Radha Babu,Female,1989-11-01,Kiran Babu
KIP7116306,W. Manoj Joshi,Male,1957-10-27,Arun Sharma
KMW3753829,U. Ravi Das,Male,1974-12-27,Sanjay Naidu
JAP7429851,Z. Vikram Naidu,Male,1988-12-15,Vijay Kumar
LJZ0174213,W. Ravi Sharma,Male,1947-10-08,Anil Yadav
PRI1139602,W. Priya Singh,Female,1978-05-28,Sanjay Das
HVJ6109806,N. Rahul Singh,Male,2001-01-26,Anil Yadav
DIF3556185,L. Anil Naidu,Male,1983-08-27,Vijay Babu
BAQ6306826,N. Meena Sharma,Female,1988-02-23,Kiran Reddy
ZZI9178789,M. Manoj Reddy,Male,1974-10-04,Sanjay Yadav
RIF5153821,V. Latha Joshi,Female,2006-07-15,Kiran Singh
DZJ7590086,Q. Meena Das,Female,1948-12-05,Manoj Singh
XBL1254197,R. Manoj Kumar,Male,1963-06-27,Kiran Yadav
AUQ4712601,B. Meena Verma,Female,1960-02-23,Ravi Yadav
YIO9586243,U. Kiran Babu,Male,1942-01-20,Vikram Joshi
VOT6970999,E. Priya Kumar,Female,1954-11-04,Ravi Babu
GVB6735799,O. Sneha Das,Female,2002-05-23,Arun Singh
XAQ4906841,S. Latha Kumar,Female,1998-03-26,Manoj Verma
NLX1763937,F. Sita Babu,Female,1968-10-08,Sanjay Sharma
VBF6835132,Y. Vijay Singh,Male,1995-11-13,Sanjay Kumar
WZP8973011,S. Radha Yadav,Female,1998-01-03,Ravi Verma
VGK1781134,Z. Ravi Reddy,Male,1967-03-02,Anil Joshi
TYZ4610203,Y. Kavya Naidu,Female,1955-07-27,Suresh Naidu
KHQ3445249,C. Sita Joshi,Female,1968-05-01,Sanjay Babu
UOY4246269,A. Divya Reddy,Female,1982-10-25,Suresh Singh
UIB1524127,K. Rahul Naidu,Male,1974-07-15,Kiran Verma
LJD4457848,N. Sanjay Babu,Male,1942-11-08,Ravi Naidu
SJI8787609,I. Anjali Sharma,Female,1947-04-01,Vikram Joshi
IKN7820341,I. Anil Naidu,Male,1950-05-04,Vikram Kumar
SOX4694110,R. Divya Singh,Female,1971-10-16,Manoj Das
ERW1188884,P. Suresh Kumar,Male,1986-03-18,Kiran Joshi
IMH2361616,S. Radha Yadav,Female,1959-07-19,Vijay Reddy
PDW3934487,X. Sanjay Sharma,Male,2004-10-27,Vijay Verma
LQB1043726,F. Ravi Kumar,Male,1967-12-29,Kiran Kumar
VWU1445556,A. Kiran Sharma,Male,1942-09-06,Rahul Singh
KHW0404934,H. Anjali Singh,Female,1960-12-08,Sanjay Das
CHE3875605,C. Anil Joshi,Male,1958-10-16,Manoj Yadav
BXS2819453,A. Anil Naidu,Male,1950-08-10,Vikram Babu
ILN6527879,Z. Manoj Singh,Male,1943-10-21,Arun Sharma
VPQ4583265,A. Latha Joshi,Female,1952-11-15,Vikram Das
DWW8557643,H. Meena Babu,Female,1993-02-05,Sanjay Singh
ZQK9521731,I. Meena Das,Female,1971-04-18,Vikram Yadav
FRX4645252,V. Lakshmi Verma,Female,1976-01-06,Vijay Yadav
BYR1718595,M. Kavya Singh,Female,1961-02-09,Sanjay Verma
UJM1048956,O. Ravi Das,Male,1965-04-09,Kiran Kumar
VEP0681700,T. Lakshmi Singh,Female,1993-03-07,Suresh Naidu
NRJ7667591,F. Anil Yadav,Male,1987-01-06,Arun Naidu
USJ2595368,G. Vikram Joshi,Male,1941-07-01,Anil Babu
QMU6519582,X. Anil Kumar,Male,1975-11-20,Kiran Naidu
EIT8968959,A. Vikram Naidu,Male,1982-08-29,Rahul Kumar
QFT6935287,V. Sita Sharma,Female,1952-04-02,Arun Singh
EXJ6338883,F. Sneha Das,Female,1977-12-11,Suresh Yadav
AYL9493379,J. Sanjay Naidu,Male,1999-04-17,Vikram Das
ECM9834477,H. Meena Sharma,Female,1990-10-24,Suresh Yadav
HHF7006617,G. Arun Das,Male,1952-06-06,Ravi Das
SZW1632024,Q. Lakshmi Das,Female,1977-01-28,Kiran Reddy
TDV5165657,M. Vijay Singh,Male,1991-08-15,Sanjay Reddy
QHH6532201,K. Vikram Joshi,Male,1957-09-07,Suresh Yadav
DGC2210984,N. Meena Singh,Female,1965-07-18,Manoj Babu
SGY6503292,M. Vikram Reddy,Male,1968-10-09,Manoj Singh
CTO6287737,K. Vikram Joshi,Male,2001-05-08,Ravi Sharma
LZZ5780427,U. Sneha Naidu,Female,1956-09-10,Rahul Das
ODM1269748,J. Kavya Yadav,Female,1939-06-21,Suresh Kumar
HYE9636246,G. Anil Verma,Male,1996-09-16,Anil Reddy
MGN4007032,Z. Priya Singh,Female,1947-06-06,Manoj Naidu
BSD8148978,Z. Divya Das,Female,1935-02-02,Suresh Kumar
FHM3828114,L. Sanjay Yadav,Male,1953-06-28,Vijay Babu
FDG7997005,G. Vijay Verma,Male,1983-11-02,Rahul Verma
MYE8167125,U. Manoj Naidu,Male,1957-01-01,Kiran Reddy
SJJ6902307,Z. Anjali Naidu,Female,1947-11-01,Arun Verma
ARL4643023,E. Arun Babu,Male,1939-06-06,Arun Kumar
PPM3806685,M. Latha Babu,Female,1938-06-20,Arun Verma
BEK7019161,B. Arun Kumar,Male,1950-02-18,Suresh Das
YJM9472037,Z. Arun Yadav,Male,1943-05-09,Vijay Reddy
EAW6748489,N. Sita Babu,Female,2005-03-06,Ravi Joshi
HFS8935121,K. Vijay Babu,Male,1949-02-26,Anil Kumar
YJP9318707,X. Anjali Kumar,Female,1997-02-07,Sanjay Babu
LRJ1978352,F. Vikram Das,Male,1995-05-03,Rahul Sharma
SBF0275426,P. Sneha Singh,Female,1939-07-12,Sanjay Singh
SQC5701060,Y. Kiran Naidu,Male,1978-02-27,Vijay Joshi
DQO1377490,B. Ravi Sharma,Male,1993-12-17,Anil Yadav
VJQ7905306,Z. Priya Das,Female,1936-04-23,Rahul Das
WZP4376284,J. Lakshmi Babu,Female,1944-11-06,Rahul Verma
MVA6452733,U. Rahul Joshi,Male,1998-09-17,Kiran Kumar
OCJ1160682,C. Kiran Kumar,Male,2005-09-13,Kiran Singh
QPY0285555,C. Divya Kumar,Female,1958-04-03,Sanjay Kumar
SMW1187537,E. Suresh Yadav,Male,1974-06-12,Ravi Yadav
XID8161110,Q. Lakshmi Joshi,Female,1999-05-26,Vijay Joshi
TIS0960877,Y. Anjali Naidu,Female,2004-02-18,Ravi Naidu
RRT1697516,V. Divya Singh,Female,1988-06-17,Sanjay Das
ELL0603412,C. Manoj Kumar,Male,1938-12-21,Rahul Singh
KTY1183247,H. Kavya Joshi,Female,1962-08-07,Kiran Singh
QQA5379559,C. Radha Yadav,Female,2004-04-09,Vijay Babu
ISE8445665,X. Kavya Verma,Female,1973-10-12,Anil Reddy
URK3135811,X. Priya Das,Female,1961-06-11,Manoj Yadav
AXB0313542,L. Radha Joshi,Female,1972-04-02,Manoj Sharma
DTK7006054,D. Vijay Das,Male,1996-07-11,Vijay Yadav
JYR7808238,T. Lakshmi Babu,Female,1935-08-08,Vijay Sharma
PDY2670417,W. Priya Verma,Female,1959-10-14,Sanjay Joshi
QFR1757524,D. Arun Verma,Male,1974-08-13,Suresh Babu
VUK0562534,A. Ravi Sharma,Male,1987-10-14,Arun Singh
TVV8633286,H. Sanjay Babu,Male,1948-06-15,Anil Singh
EEC2913183,K. Sanjay Das,Male,1992-07-16,Arun Singh
ENL1045682,F. Sanjay Babu,Male,1978-01-18,Rahul Das
XQZ7446318,N. Kavya Singh,Female,1997-11-29,Manoj Kumar
UJY0512766,O. Meena Naidu,Female,1963-12-17,Kiran Yadav
BXY5158143,G. Ravi Joshi,Male,2004-02-22,Sanjay Kumar
TFZ2994667,L. Ravi Kumar,Male,1947-06-14,Vikram Singh
VGF5619986,C. Anil Yadav,Male,1970-12-02,Vijay Singh
AWK1461104,L. Vikram Das,Male,1980-08-12,Kiran Joshi
PAZ7183201,K. Suresh Singh,Male,1943-11-11,Ravi Sharma
CMA1845615,U. Divya Naidu,Female,2000-09-02,Vikram Das
RBB2800196,S. Anil Kumar,Male,1984-09-27,Sanjay Verma
HEA0883461,X. Vijay Yadav,Male,1997-11-06,Manoj Das
OAL3831068,D. Rahul Singh,Male,1938-07-04,Vikram Verma
ORV0122052,G. Lakshmi Verma,Female,1996-03-26,Manoj Reddy
CEK2353809,G. Sneha Babu,Female,1957-03-02,Kiran Naidu
QBI4364133,K. Radha Das,Female,1975-09-28,Ravi Babu
RRI4056924,Q. Kavya Verma,Female,1985-05-16,Sanjay Babu
EHV7002223,I. Meena Verma,Female,1994-08-13,Vikram Das
LOT1206336,V. Lakshmi Naidu,Female,1959-12-17,Rahul Naidu
FBQ5176576,N. Ravi Yadav,Male,1966-09-05,Manoj Babu
PBI3308825,T. Sneha Naidu,Female,1979-02-27,Vijay Das
DJU3373918,T. Rahul Sharma,Male,1971-06-13,Vikram Singh
NQP2941801,L. Sita Babu,Female,1981-09-03,Sanjay Yadav
BUY4249492,G. Sanjay Sharma,Male,1974-04-23,Kiran Verma
BOU6804971,F. Meena Sharma,Female,1965-09-29,Kiran Sharma
QUF3939547,E. Arun Singh,Male,1944-09-02,Suresh Naidu
CFI7751414,D. Sanjay Kumar,Male,1972-10-23,Vikram Joshi
SVP9644019,Q. Ravi Sharma,Male,1956-08-23,Anil Reddy
OPV9997474,A. Suresh Yadav,Male,1950-04-19,Ravi Sharma
NTW2470322,A. Suresh Verma,Male,1981-06-22,Vijay Yadav
THB9678645,U. Vikram Reddy,Male,1960-08-09,Anil Kumar
UVM4626837,D. Vikram Reddy,Male,2004-10-30,Ravi Sharma
GVX8947471,L. Sneha Naidu,Female,2003-06-28,Suresh Reddy
BTN7060320,E. Priya Yadav,Female,1964-01-17,Kiran Singh
HAP3578709,C. Vikram Reddy,Male,1983-03-13,Vijay Verma
LDI0167714,Q. Kavya Kumar,Female,1970-08-16,Arun Naidu
TGE1476390,B. Vijay Singh,Male,2000-03-17,Manoj Naidu
FBP5566779,L. Rahul Reddy,Male,1954-06-19,Sanjay Naidu
RCK0175874,H. Manoj Sharma,Male,1943-08-05,Ravi Joshi
EAN8975418,U. Divya Yadav,Female,1975-08-03,Ravi Sharma
WSU9019340,Z. Rahul Joshi,Male,1946-04-12,Vikram Yadav
ZVC2921955,G. Latha Das,Female,1942-04-09,Arun Kumar
WTY0520999,Q. Latha Reddy,Female,1984-08-17,Ravi Sharma
HGK4429397,I. Latha Das,Female,1958-02-14,Suresh Reddy
XDU4873798,P. Arun Verma,Male,1986-04-16,Manoj Kumar
QQB3157270,Z. Radha Singh,Female,1971-12-16,Suresh Singh
HTD5967588,P. Kiran Naidu,Male,1954-02-26,Ravi Yadav
WDR4704957,D. Vijay Sharma,Male,1954-07-07,Suresh Sharma
JZG9479068,A. Manoj Kumar,Male,1986-09-26,Vikram Kumar
WCB8952675,N. Sneha Das,Female,1977-06-24,Rahul Reddy
IQQ0736855,V. Anjali Joshi,Female,1974-01-08,Vikram Reddy
PNT9222165,G. Vikram Naidu,Male,1954-03-22,Sanjay Naidu
IJS7878612,N. Kavya Naidu,Female,1962-04-04,Sanjay Naidu
DIN7160748,A. Lakshmi Naidu,Female,1939-09-22,Arun Kumar
XZZ7903913,H. Radha Verma,Female,1986-11-01,Suresh Das
QRN6706521,S. Rahul Kumar,Male,1994-06-07,Sanjay Sharma
SMR8402697,X. Ravi Sharma,Male,2000-05-27,Suresh Babu
VGA2333088,V. Anjali Sharma,Female,2000-06-08,Suresh Yadav
VGV2570706,D. Kiran Reddy,Male,1941-03-01,Arun Naidu
ZSH6278073,T. Latha Joshi,Female,1995-12-19,Kiran Naidu
GNR8279371,V. Kavya Reddy,Female,1981-05-15,Manoj Babu
MCQ1045057,R. Ravi Naidu,Male,1954-01-14,Suresh Singh
LEM1412832,S. Arun Babu,Male,1958-10-26,Rahul Verma
EUN6423477,W. Anil Sharma,Male,1988-12-25,Suresh Singh
HUP3217925,Q. Anjali Kumar,Female,1994-03-19,Ravi Singh
